id,name,sector,subsector,country,assetType,sourceType,longitude,latitude,srid,gas,emissionsQuantity,emissionsFactor,emissionsFactorUnits,activity,activityUnits,capacity,capacityUnits,capacityFactor,year,gadm_id
3641414,Ochi Town,transportation,road-transportation,JPN,,gadm-aggregation,133.2261723012053,33.531095505000046,4326,co2e_100yr,20137.349622050224,0.00023690795383070505,t of CO2e_100yr per Vehicle*km ,85000732.54796848,Vehicle*km ,527.9085275646019,km,161014.13049738368,2024,JPN.20_1
3641462,Kitagawa Village,transportation,road-transportation,JPN,,gadm-aggregation,134.13484248313858,33.52266883800012,4326,co2e_100yr,18372.835767876793,0.00023639884641575681,t of CO2e_100yr per Vehicle*km ,77719650.69391379,Vehicle*km ,482.1163026848474,km,161205.19107340375,2024,JPN.20_1
46013607,Eco Cycle Kochi,waste,solid-waste-disposal,JPN,Sanitary Landfill,point-source,133.35573881773848,33.557895128217574,4326,co2e_100yr,18160.74555750223,0.040096710324098506,t of CO2e_100yr per t of waste,452923.5792839456,t of waste,41233.22906005255,m2,10.984431479385291,2024,JPN.20_1
1311806,Aki City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.94143994712056,33.579481125000115,4326,co2e_100yr,17538.3848,3.491220114732063e-05,t of CO2e_100yr per MJ,502356890.2456899,MJ,24563659.05864,m^2,20.45122386068094,2024,JPN.20_1
21462186,Shimanto Town,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.0376793765865,33.233030092500115,4326,co2e_100yr,16999.66208315022,12.686314995671642,t of CO2e_100yr per area [ha],1339.999999129,area [ha],1340.0,area [ha],0.99999999935,2024,JPN.20_1
1311835,Tosashimizu City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,132.86508311700777,32.8265530000001,4326,co2e_100yr,16041.323259999997,7.164169701571376e-05,t of CO2e_100yr per MJ,223910431.05081004,MJ,10948510.028760001,m^2,20.451223998757165,2024,JPN.20_1
3641455,Hidaka Town,transportation,road-transportation,JPN,,gadm-aggregation,133.36857258815667,33.537065506500056,4326,co2e_100yr,15865.535930393335,0.00023669167444113036,t of CO2e_100yr per Vehicle*km ,67030392.88498248,Vehicle*km ,271.8381546507395,km,246581.98909238414,2024,JPN.20_1
3641447,Tōyō Town,transportation,road-transportation,JPN,,gadm-aggregation,134.23699859285537,33.49933050000007,4326,co2e_100yr,15562.54524410271,0.00023624199447217626,t of CO2e_100yr per Vehicle*km ,65875439.62652928,Vehicle*km ,268.7663006780206,km,245103.04848615453,2024,JPN.20_1
1311818,Muroto City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,134.13171684752282,33.3648075000001,4326,co2e_100yr,15292.451357999998,6.105906171641927e-05,t of CO2e_100yr per MJ,250453428.6659,MJ,12246378.324479997,m^2,20.451224192972553,2024,JPN.20_1
21462187,Shimanto City,agriculture,rice-cultivation,JPN,,gadm-aggregation,132.83687354749122,33.08732800000004,4326,co2e_100yr,14558.960623936673,12.682021457665503,t of CO2e_100yr per area [ha],1147.9999992538,area [ha],1148.0,area [ha],0.9999999993500001,2024,JPN.20_1
3641452,Yasuda Town,transportation,road-transportation,JPN,,gadm-aggregation,134.00710022331864,33.48859977800015,4326,co2e_100yr,14103.04416703138,0.0002377451776010441,t of CO2e_100yr per Vehicle*km ,59320000.974730365,Vehicle*km ,290.49060738673364,km,204206.2616357056,2024,JPN.20_1
3641444,Geisei Village,transportation,road-transportation,JPN,,gadm-aggregation,133.84254022819894,33.55668640050007,4326,co2e_100yr,13942.166243073665,0.00023671441177950954,t of CO2e_100yr per Vehicle*km ,58898679.37597421,Vehicle*km ,245.5880206420472,km,239827.16755480925,2024,JPN.20_1
3870557,Unknown name,waste,domestic-wastewater-treatment-and-discharge,JPN,centralized WWTP with advanced treatment,point-source,133.567,33.561,4326,co2e_100yr,13833.616878842331,0.056645325448936995,t of CO2e_100yr per population served or population equivalent,244214.6244055507,population served or population equivalent,244214.6244055507,population served or population equivalent,1.0,2024,JPN.20_1
1311827,Sakawa Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.26875099721462,33.499841691000114,4326,co2e_100yr,13528.036216,5.2267371716575e-05,t of CO2e_100yr per MJ,258823732.12407,MJ,12655659.7314,m^2,20.451224007066305,2024,JPN.20_1
3641401,Mihara Village,transportation,road-transportation,JPN,,gadm-aggregation,132.8572074609331,32.90479620100015,4326,co2e_100yr,12991.739497537288,0.00023843222101362484,t of CO2e_100yr per Vehicle*km ,54488187.2186012,Vehicle*km ,354.53653197924547,km,153688.49837395863,2024,JPN.20_1
1932274,Sukumo Bay,transportation,domestic-shipping,JPN,,point-source,132.686934,32.920825,4326,co2e_100yr,12975.750011888556,0.11141409745715208,t of CO2e_100yr per Nautical miles (nmi),116464.16663635231,Nautical miles (nmi),2741.0,voyages and stays,42.48966312891365,2024,JPN.20_1
2795909,Kochi,transportation,international-shipping,JPN,,point-source,133.565738,33.520847,4326,co2e_100yr,12296.955937381468,0.19557844684768927,t of CO2e_100yr per Nautical miles (nmi),62874.80106106976,Nautical miles (nmi),223.0,voyages and stays,281.94978054291374,2024,JPN.20_1
1311815,Kuroshio Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.0428862957213,33.085691500000166,4326,co2e_100yr,12230.059058,4.958925324493989e-05,t of CO2e_100yr per MJ,246627207.66516,MJ,12059288.3766,m^2,20.451223982977194,2024,JPN.20_1
5030352,Tsuno Town,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,133.04476545301486,33.41056400950009,4326,co2e_100yr,10539.375,1.0,t of CO2e_100yr per t CO2,10539.375,t CO2,161.89987280089304,t CO2 / ha,65.09810549982016,2024,JPN.20_1
21462172,Kōnan City,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.77213329668035,33.58645820700008,4326,co2e_100yr,10262.164100029593,12.684998895797282,t of CO2e_100yr per area [ha],808.99999947415,area [ha],809.0,area [ha],0.99999999935,2024,JPN.20_1
3641451,Umaji Village,transportation,road-transportation,JPN,,gadm-aggregation,134.08681150966603,33.60914421100014,4326,co2e_100yr,8929.884529583116,0.0002368250515301244,t of CO2e_100yr per Vehicle*km ,37706671.95842339,Vehicle*km ,487.3890203011577,km,77364.63151165046,2024,JPN.20_1
3641407,Nahari Town,transportation,road-transportation,JPN,,gadm-aggregation,134.05411524869245,33.41120578150017,4326,co2e_100yr,8873.591648656055,0.00023670410312381313,t of CO2e_100yr per Vehicle*km ,37488119.26599571,Vehicle*km ,134.5619711057195,km,278593.71379557846,2024,JPN.20_1
21462171,Kōchi City,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.5180444628799,33.58116722150004,4326,co2e_100yr,8576.449654325308,12.687055709911242,t of CO2e_100yr per area [ha],675.9999995606,area [ha],676.0,area [ha],0.9999999993500001,2024,JPN.20_1
1311822,Niyodogawa Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.14111320826214,33.592985153000114,4326,co2e_100yr,8532.353153999999,9.231131761833921e-05,t of CO2e_100yr per MJ,92430195.71313,MJ,4519543.444560001,m^2,20.45122407759674,2024,JPN.20_1
21462166,Haruno Town,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.49530426305503,33.49335674050005,4326,co2e_100yr,8443.8469520115,12.678448885135136,t of CO2e_100yr per area [ha],665.9999995671,area [ha],666.0,area [ha],0.99999999935,2024,JPN.20_1
1311820,Nakatosa Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.15605904823985,33.32874870350016,4326,co2e_100yr,8416.09716,5.860682803909638e-05,t of CO2e_100yr per MJ,143602672.95793,MJ,7021715.340719999,m^2,20.45122395166836,2024,JPN.20_1
1311826,Ōtsuki Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,132.71071624302732,32.81979150000012,4326,co2e_100yr,8215.737471999999,9.652818725169701e-05,t of CO2e_100yr per MJ,85112314.91976,MJ,4161722.302320001,m^2,20.451223973380717,2024,JPN.20_1
3641415,Ōkawa Town,transportation,road-transportation,JPN,,gadm-aggregation,133.42677205226587,33.79662323050013,4326,co2e_100yr,8070.620740797699,0.00023716727106352665,t of CO2e_100yr per Vehicle*km ,34029234.74477191,Vehicle*km ,316.934806838426,km,107369.8249940723,2024,JPN.20_1
21462188,Sukumo City,agriculture,rice-cultivation,JPN,,gadm-aggregation,132.75702303894155,32.96942900000013,4326,co2e_100yr,7708.9681074891705,12.679223869243422,t of CO2e_100yr per area [ha],607.9999996047999,area [ha],608.0,area [ha],0.9999999993499998,2024,JPN.20_1
3641433,Tano Town,transportation,road-transportation,JPN,,gadm-aggregation,134.0179013486869,33.43951034500009,4326,co2e_100yr,7467.069938552723,0.0002371044815585028,t of CO2e_100yr per Vehicle*km ,31492740.624180526,Vehicle*km ,98.1119415114808,km,320987.84448675223,2024,JPN.20_1
1932164,Muroto Harbor,transportation,domestic-shipping,JPN,,point-source,134.154159,33.274437,4326,co2e_100yr,7011.344718875316,0.08739018020428085,t of CO2e_100yr per Nautical miles (nmi),80230.349708466,Nautical miles (nmi),3535.0,voyages and stays,22.695997088674964,2024,JPN.20_1
1311823,Ochi Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.2261723012053,33.531095505000046,4326,co2e_100yr,6663.968396,5.9536086597068716e-05,t of CO2e_100yr per MJ,111931582.62316999,MJ,5473099.383720002,m^2,20.4512242105663,2024,JPN.20_1
3870558,Unknown name,waste,domestic-wastewater-treatment-and-discharge,JPN,centralized WWTP with advanced treatment,point-source,133.572,33.563,4326,co2e_100yr,6642.702036868928,0.05664532544893699,t of CO2e_100yr per population served or population equivalent,117268.3179807485,population served or population equivalent,117268.3179807485,population served or population equivalent,1.0,2024,JPN.20_1
1311837,Tsuno Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.04476545301486,33.41056400950009,4326,co2e_100yr,6598.252512000001,8.816669043530526e-05,t of CO2e_100yr per MJ,74838382.60711,MJ,3659359.597080001,m^2,20.451223942797956,2024,JPN.20_1
21462192,Tosa City,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.39585679989284,33.476617563000104,4326,co2e_100yr,6424.26094742423,12.69616788853755,t of CO2e_100yr per area [ha],505.99999967109994,area [ha],506.0,area [ha],0.9999999993499998,2024,JPN.20_1
1311807,Geisei Village,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.84254022819894,33.55668640050007,4326,co2e_100yr,6252.482204,3.619688786652844e-05,t of CO2e_100yr per MJ,172735353.02414,MJ,8446210.912800001,m^2,20.451224200708072,2024,JPN.20_1
1031841,Susaki City,buildings,non-residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.3407818381756,33.40440600000016,4326,co2e_100yr,6009.548,3.968565997910432e-05,t of CO2e_100yr per MJ,151428702.538,MJ,5243278.2360000005,m^2,28.88053918220486,2024,JPN.20_1
1311825,Ōtoyo Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.75453823572855,33.78323936450013,4326,co2e_100yr,5727.943392000001,8.004405394490981e-05,t of CO2e_100yr per MJ,71559886.20894,MJ,3499051.4749199995,m^2,20.45122420228931,2024,JPN.20_1
1311833,Tosa Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.47516843023953,33.747663498000065,4326,co2e_100yr,5570.363028,5.781152882664894e-05,t of CO2e_100yr per MJ,96353843.96602,MJ,4711397.427,m^2,20.45122396464305,2024,JPN.20_1
21462185,Sakawa Town,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.26875099721462,33.499841691000114,4326,co2e_100yr,5480.460174637701,12.6862504125,t of CO2e_100yr per area [ha],431.99999971920005,area [ha],432.0,area [ha],0.9999999993500001,2024,JPN.20_1
1311840,Yusuhara Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,132.92381048973402,33.37988662800012,4326,co2e_100yr,5137.757460000001,8.032493243164473e-05,t of CO2e_100yr per MJ,63962175.933010004,MJ,3127547.5543199996,m^2,20.451224105181304,2024,JPN.20_1
1311809,Hidaka Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.36857258815667,33.537065506500056,4326,co2e_100yr,5060.829605999999,5.351515661829829e-05,t of CO2e_100yr per MJ,94568154.62761,MJ,4624082.8759200005,m^2,20.4512239865067,2024,JPN.20_1
21462169,Kami City,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.8797519065256,33.71249389650018,4326,co2e_100yr,4477.213488389811,12.683324337960338,t of CO2e_100yr per area [ha],352.99999977055,area [ha],353.0,area [ha],0.9999999993500001,2024,JPN.20_1
1311832,Tano Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,134.0179013486869,33.43951034500009,4326,co2e_100yr,4224.1494139999995,3.815305317365015e-05,t of CO2e_100yr per MJ,110715894.60414001,MJ,5413656.19788,m^2,20.45122382309697,2024,JPN.20_1
1311817,Motoyama Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.58858763042315,33.787616729500144,4326,co2e_100yr,4184.45485,5.954150689749473e-05,t of CO2e_100yr per MJ,70277946.73056999,MJ,3436368.720239999,m^2,20.45122408332879,2024,JPN.20_1
1311836,Tōyō Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,134.23699859285537,33.49933050000007,4326,co2e_100yr,4114.45726,5.884550093115322e-05,t of CO2e_100yr per MJ,69919657.32119,MJ,3418849.46772,m^2,20.45122430260692,2024,JPN.20_1
21462164,Aki City,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.94143994712056,33.579481125000115,4326,co2e_100yr,3612.832921251659,12.676606749473684,t of CO2e_100yr per area [ha],284.99999981475,area [ha],285.0,area [ha],0.9999999993500001,2024,JPN.20_1
32438802,Sumitomo Osaka Cement Kochi Cement Plant,manufacturing,cement,JPN,integrated dry,point-source,133.300242895729,33.4018134819451,4326,co2e_100yr,1493515.1783601085,0.6792500000362588,t of CO2e_100yr per t of cement,2198770.9654477495,t of cement,3622004.2668397264,t of cement,0.6070591869750123,2025,JPN.20_1
3641463,Kōchi City,transportation,road-transportation,JPN,,gadm-aggregation,133.5180444628799,33.58116722150004,4326,co2e_100yr,519677.8199914199,0.00023713369718128327,t of CO2e_100yr per Vehicle*km ,2191497143.4622307,Vehicle*km ,4205.924517724731,km,521050.04125175305,2025,JPN.20_1
449992,SOC KOICHI CEMENT PLANT,power,electricity-generation,JPN,coal,point-source,133.3022,33.4034,4326,co2e_100yr,334410.0,0.9500014204141928,t of CO2e_100yr per MWh,352010.0,MWh,71.5,MW,4923.216783216783,2025,JPN.20_1
5030343,Shimanto Town,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,133.0376793765865,33.233030092500115,4326,co2e_100yr,184226.38644,1.0,t of CO2e_100yr per t CO2,184226.38644,t CO2,161.89987280089304,t CO2 / ha,1137.90321914931,2025,JPN.20_1
1311813,Kōchi City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.5180444628799,33.58116722150004,4326,co2e_100yr,172913.455248,4.211555776835793e-05,t of CO2e_100yr per MJ,4105690733.07899,MJ,211844640.01415005,m^2,19.380668459701187,2025,JPN.20_1
5030344,Shimanto City,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,132.83687354749122,33.08732800000004,4326,co2e_100yr,161266.14654,1.0,t of CO2e_100yr per t CO2,161266.14654,t CO2,161.89987280089304,t CO2 / ha,996.0856901865982,2025,JPN.20_1
5030337,Niyodogawa Town,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,133.14111320826214,33.592985153000114,4326,co2e_100yr,146293.23950999998,1.0,t of CO2e_100yr per t CO2,146293.23950999998,t CO2,161.89987280089304,t CO2 / ha,903.603177563417,2025,JPN.20_1
5030335,Nakatosa Town,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,133.15605904823985,33.32874870350016,4326,co2e_100yr,141346.00317,1.0,t of CO2e_100yr per t CO2,141346.00317,t CO2,161.89987280089304,t CO2 / ha,873.0457950626651,2025,JPN.20_1
3641410,Nankoku City,transportation,road-transportation,JPN,,gadm-aggregation,133.6282247980818,33.61223411600008,4326,co2e_100yr,138226.1304710174,0.0002368710189103607,t of CO2e_100yr per Vehicle*km ,583550200.0492784,Vehicle*km ,1624.5267983921624,km,359212.418426605,2025,JPN.20_1
5030331,Mihara Village,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,132.8572074609331,32.90479620100015,4326,co2e_100yr,136441.06239,1.0,t of CO2e_100yr per t CO2,136441.06239,t CO2,161.89987280089304,t CO2 / ha,842.7496577331925,2025,JPN.20_1
5030325,Ino Town,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,133.3448454146346,33.66683387700016,4326,co2e_100yr,123691.63074,1.0,t of CO2e_100yr per t CO2,123691.63074,t CO2,161.89987280089304,t CO2 / ha,764.0007901187042,2025,JPN.20_1
5030355,Yusuhara Town,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,132.92381048973402,33.37988662800012,4326,co2e_100yr,119021.00493,1.0,t of CO2e_100yr per t CO2,119021.00493,t CO2,161.89987280089304,t CO2 / ha,735.1519360140194,2025,JPN.20_1
3641429,Shimanto City,transportation,road-transportation,JPN,,gadm-aggregation,132.83687354749122,33.08732800000004,4326,co2e_100yr,107291.24294687396,0.00023782743382784406,t of CO2e_100yr per Vehicle*km ,451130642.16358984,Vehicle*km ,2429.984372317766,km,185651.66397893033,2025,JPN.20_1
3641460,Ino Town,transportation,road-transportation,JPN,,gadm-aggregation,133.3448454146346,33.66683387700016,4326,co2e_100yr,84585.36995432022,0.00023670912166037512,t of CO2e_100yr per Vehicle*km ,357338869.58391654,Vehicle*km ,1870.744980439321,km,191014.20734535393,2025,JPN.20_1
1932276,Susaki,transportation,domestic-shipping,JPN,,point-source,133.289774,33.393973,4326,co2e_100yr,77312.5985739827,0.12559497773157408,t of CO2e_100yr per Nautical miles (nmi),615570.7813350456,Nautical miles (nmi),10814.0,voyages and stays,56.923504839564046,2025,JPN.20_1
3641428,Shimanto Town,transportation,road-transportation,JPN,,gadm-aggregation,133.0376793765865,33.233030092500115,4326,co2e_100yr,76369.0439104649,0.00023766113227707608,t of CO2e_100yr per Vehicle*km ,321335858.23966545,Vehicle*km ,2123.788226414705,km,151303.15454386518,2025,JPN.20_1
3641464,Kōnan City,transportation,road-transportation,JPN,,gadm-aggregation,133.77213329668035,33.58645820700008,4326,co2e_100yr,69718.2581836453,0.00023706018200920923,t of CO2e_100yr per Vehicle*km ,294095185.4197805,Vehicle*km ,1152.7736393581897,km,255119.63093076876,2025,JPN.20_1
5030327,Kitagawa Village,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,134.13484248313858,33.52266883800012,4326,co2e_100yr,69369.41118,1.0,t of CO2e_100yr per t CO2,69369.41118,t CO2,161.89987280089304,t CO2 / ha,428.4710665913343,2025,JPN.20_1
3641461,Kami City,transportation,road-transportation,JPN,,gadm-aggregation,133.8797519065256,33.71249389650018,4326,co2e_100yr,69100.34104421554,0.00023687481093133064,t of CO2e_100yr per Vehicle*km ,291716712.1845114,Vehicle*km ,1917.4296898639789,km,152139.45717363205,2025,JPN.20_1
3641436,Tosa City,transportation,road-transportation,JPN,,gadm-aggregation,133.39585679989284,33.476617563000104,4326,co2e_100yr,65023.2952123033,0.00023786159891333263,t of CO2e_100yr per Vehicle*km ,273366089.8159321,Vehicle*km ,899.2941915209078,km,303978.48934574885,2025,JPN.20_1
1932112,Kochi,transportation,domestic-shipping,JPN,,point-source,133.565738,33.520847,4326,co2e_100yr,61645.28474808354,0.19991837238626475,t of CO2e_100yr per Nautical miles (nmi),308352.2740420171,Nautical miles (nmi),7117.0,voyages and stays,43.3261590616857,2025,JPN.20_1
3641454,Haruno Town,transportation,road-transportation,JPN,,gadm-aggregation,133.49530426305503,33.49335674050005,4326,co2e_100yr,57089.50731873047,0.00023806160929434474,t of CO2e_100yr per Vehicle*km ,239809801.70617816,Vehicle*km ,705.3457934548383,km,339988.986864969,2025,JPN.20_1
3641430,Sukumo City,transportation,road-transportation,JPN,,gadm-aggregation,132.75702303894155,32.96942900000013,4326,co2e_100yr,55262.662470133895,0.00023842258537674614,t of CO2e_100yr per Vehicle*km ,231784511.44974363,Vehicle*km ,1200.159055054749,km,193128.16119957538,2025,JPN.20_1
3641431,Susaki City,transportation,road-transportation,JPN,,gadm-aggregation,133.3407818381756,33.40440600000016,4326,co2e_100yr,51807.9835068325,0.00023806138287447165,t of CO2e_100yr per Vehicle*km ,217624475.17223126,Vehicle*km ,917.7008149813676,km,237140.9849697581,2025,JPN.20_1
3641419,Ōtoyo Town,transportation,road-transportation,JPN,,gadm-aggregation,133.75453823572855,33.78323936450013,4326,co2e_100yr,46829.82499282011,0.00023642354006095815,t of CO2e_100yr per Vehicle*km ,198075982.5385652,Vehicle*km ,1151.0729965014248,km,172079.42775184373,2025,JPN.20_1
5030348,Tosa Town,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,133.47516843023953,33.747663498000065,4326,co2e_100yr,44595.80808,1.0,t of CO2e_100yr per t CO2,44595.80808,t CO2,161.89987280089304,t CO2 / ha,275.4530149313003,2025,JPN.20_1
3641446,Tosashimizu City,transportation,road-transportation,JPN,,gadm-aggregation,132.86508311700777,32.8265530000001,4326,co2e_100yr,44478.499511421,0.00023852339845164896,t of CO2e_100yr per Vehicle*km ,186474366.03766668,Vehicle*km ,1210.6195632400256,km,154032.17633341267,2025,JPN.20_1
3172262,Kochi Ryoma Airport,transportation,domestic-aviation,JPN,domestic,point-source,133.669006,33.546101,4326,co2e_100yr,42131.90846559462,3.184847870000001,t of CO2e_100yr per t of fuel,13228.860587804029,t of fuel,13376.0,flights,0.988999744901617,2025,JPN.20_1
1311821,Nankoku City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.6282247980818,33.61223411600008,4326,co2e_100yr,41873.536098000004,3.140536256405869e-05,t of CO2e_100yr per MJ,1333324396.8315597,MJ,68591937.20235,m^2,19.43850037210903,2025,JPN.20_1
5030352,Tsuno Town,forestry-and-land-use,forest-land-clearing,JPN,,gadm-aggregation,133.04476545301486,33.41056400950009,4326,co2e_100yr,41700.4188,1.0,t of CO2e_100yr per t CO2,41700.4188,t CO2,161.89987280089304,t CO2 / ha,257.5691881567061,2025,JPN.20_1
3641399,Kuroshio Town,transportation,road-transportation,JPN,,gadm-aggregation,133.0428862957213,33.085691500000166,4326,co2e_100yr,41506.42822210226,0.00023778881011983881,t of CO2e_100yr per Vehicle*km ,174551646.06435516,Vehicle*km ,916.2759631447768,km,190501.1733203952,2025,JPN.20_1
3641417,Aki City,transportation,road-transportation,JPN,,gadm-aggregation,133.94143994712056,33.579481125000115,4326,co2e_100yr,41034.51269601544,0.00023733159048389238,t of CO2e_100yr per Vehicle*km ,172899497.33345944,Vehicle*km ,1067.6576677313587,km,161942.82358393923,2025,JPN.20_1
3641412,Niyodogawa Town,transportation,road-transportation,JPN,,gadm-aggregation,133.14111320826214,33.592985153000114,4326,co2e_100yr,39758.11712457271,0.0002367983111062464,t of CO2e_100yr per Vehicle*km ,167898651.5521814,Vehicle*km ,1397.6355530058747,km,120130.49552945628,2025,JPN.20_1
3641449,Tsuno Town,transportation,road-transportation,JPN,,gadm-aggregation,133.04476545301486,33.41056400950009,4326,co2e_100yr,36056.93391459869,0.00023760283460311335,t of CO2e_100yr per Vehicle*km ,151752961.93257716,Vehicle*km ,957.5266285586072,km,158484.3255597135,2025,JPN.20_1
2796020,Susaki,transportation,international-shipping,JPN,,point-source,133.289774,33.393973,4326,co2e_100yr,34785.32944710972,0.20178628500618515,t of CO2e_100yr per Nautical miles (nmi),172386.98579560785,Nautical miles (nmi),275.0,voyages and stays,626.8617665294831,2025,JPN.20_1
3641453,Yusuhara Town,transportation,road-transportation,JPN,,gadm-aggregation,132.92381048973402,33.37988662800012,4326,co2e_100yr,34502.669074216676,0.00023743895299515637,t of CO2e_100yr per Vehicle*km ,145311747.0363867,Vehicle*km ,1122.0926976556707,km,129500.66187934285,2025,JPN.20_1
3641425,Sakawa Town,transportation,road-transportation,JPN,,gadm-aggregation,133.26875099721462,33.499841691000114,4326,co2e_100yr,32700.810293521154,0.00023751965714504053,t of CO2e_100yr per Vehicle*km ,137676227.25033036,Vehicle*km ,712.281557645732,km,193289.05230311534,2025,JPN.20_1
3641404,Muroto City,transportation,road-transportation,JPN,,gadm-aggregation,134.13171684752282,33.3648075000001,4326,co2e_100yr,30403.043421310136,0.0002370720517811553,t of CO2e_100yr per Vehicle*km ,128243895.4439709,Vehicle*km ,619.1254654782624,km,207137.1678192965,2025,JPN.20_1
21462179,Nankoku City,agriculture,rice-cultivation,JPN,,gadm-aggregation,133.6282247980818,33.61223411600008,4326,co2e_100yr,25872.495929382876,12.682596052058823,t of CO2e_100yr per area [ha],2039.999998674,area [ha],2040.0,area [ha],0.99999999935,2025,JPN.20_1
1311814,Kōnan City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.77213329668035,33.58645820700008,4326,co2e_100yr,25772.379993999995,3.4632482693814873e-05,t of CO2e_100yr per MJ,744167844.4439898,MJ,38282516.50425,m^2,19.438843430299958,2025,JPN.20_1
1311829,Shimanto City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,132.83687354749122,33.08732800000004,4326,co2e_100yr,24943.876926000004,4.3378878486904474e-05,t of CO2e_100yr per MJ,575023555.1509299,MJ,29511051.734599996,m^2,19.485024130019337,2025,JPN.20_1
3641409,Nakatosa Town,transportation,road-transportation,JPN,,gadm-aggregation,133.15605904823985,33.32874870350016,4326,co2e_100yr,24892.91589072653,0.00023811733528319559,t of CO2e_100yr per Vehicle*km ,104540544.52239317,Vehicle*km ,701.4008524153504,km,149045.3628084374,2025,JPN.20_1
3641434,Tosa Town,transportation,road-transportation,JPN,,gadm-aggregation,133.47516843023953,33.747663498000065,4326,co2e_100yr,24166.015502405535,0.00023693199650352869,t of CO2e_100yr per Vehicle*km ,101995576.19498481,Vehicle*km ,861.3950264972148,km,118407.43567993493,2025,JPN.20_1
1311834,Tosa City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.39585679989284,33.476617563000104,4326,co2e_100yr,21133.037692,3.9449358906429554e-05,t of CO2e_100yr per MJ,535700408.77282006,MJ,27641485.747550003,m^2,19.3803044331762,2025,JPN.20_1
3641421,Ōtsuki Town,transportation,road-transportation,JPN,,gadm-aggregation,132.71071624302732,32.81979150000012,4326,co2e_100yr,20545.026201574892,0.00023852975626870168,t of CO2e_100yr per Vehicle*km ,86131921.32905674,Vehicle*km ,658.2799469076208,km,130843.90878633888,2025,JPN.20_1
1311808,Haruno Town,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,133.49530426305503,33.49335674050005,4326,co2e_100yr,20097.451404000003,4.212274371468352e-05,t of CO2e_100yr per MJ,477116389.66656995,MJ,24610888.617200002,m^2,19.38639425368509,2025,JPN.20_1
2795909,Kochi,transportation,international-shipping,JPN,,point-source,133.565738,33.520847,4326,co2e_100yr,19689.28839903132,0.32671144555459486,t of CO2e_100yr per Nautical miles (nmi),60265.07080463196,Nautical miles (nmi),163.0,voyages and stays,369.72436076461327,2025,JPN.20_1
1311830,Sukumo City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,132.75702303894155,32.96942900000013,4326,co2e_100yr,19170.340760000003,4.2856303740411394e-05,t of CO2e_100yr per MJ,447316709.25515,MJ,23028010.11225,m^2,19.424896336014505,2025,JPN.20_1
